id,source_id,query,gold,predicted,precision,recall,f1,em,duration,error
79,WebQTrn-197,Which European country founded before 1924 has an area of more than 233.9 thousand square kilometers that was ruled by Queen Victoria?,['Q174193'],[],0.0,0.0,0.0,0.0,439.9239432811737,
80,WebQTrn-197,Which European country founded before 1924 had a population of less than 255.2 million and an area of more than 233.9 thousand square kilometers during Queen Victoria's reign?,['Q174193'],[],0.0,0.0,0.0,0.0,488.0054261684418,
81,WebQTrn-197,"Which country that was founded before 1924, has a population of more than 18.3 million, and is classified as a colony did Queen Victoria rule?",['Q129286'],[],0.0,0.0,0.0,0.0,598.7713642120361,
82,WebQTrn-197,"Which country founded before 1924, with a population of more than 18.3 million, was part of the British Empire ruled by Queen Victoria?",['Q129286'],['Q129286'],1.0,1.0,1.0,1.0,246.2068932056427,
83,WebQTrn-203,Which movie starring Diana Ross and directed by Larry Elikann was released before 2012 and has a runtime of less than 140 minutes?,['Q7111530'],['Q7111530'],1.0,1.0,1.0,1.0,169.1844413280487,
84,WebQTrn-203,"Which movie starring Diana Ross, directed by Larry Elikann, was released after 1974, has a runtime longer than 90 minutes, and falls under the drama film genre?",['Q7111530'],['Q7111530'],1.0,1.0,1.0,1.0,155.78836846351624,
85,WebQTrn-203,Which television drama film starring Diana Ross was released after 1974 and has a runtime of less than 140 minutes?,['Q7111530'],"['Q428158', 'Q7111530', 'Q3037484', 'Q3283961']",0.25,1.0,0.4,0.0,420.6218047142029,
86,WebQTrn-203,Which television film starring Diana Ross was released before 2012 and has a runtime of less than 140 minutes?,['Q7111530'],['Q7111530'],1.0,1.0,1.0,1.0,165.9635033607483,
87,WebQTrn-203,Which drama television film starring Diana Ross was released after 1974 and has a runtime longer than 90 minutes?,['Q7111530'],"['Q428158', 'Q7111530', 'Q3283961', 'Q1754478']",0.25,1.0,0.4,0.0,201.89738273620605,
88,WebQTrn-206,"Which association football player born after 1974, who plays in the Premier League and has a height of less than 1.86 meters, won the Golden Boot?",['Q26517'],[],0.0,0.0,0.0,0.0,526.0126285552979,
89,WebQTrn-206,Which association football player born before 1990 won the Golden Boot in the Premier League and has a mass of more than 72 kg?,['Q26517'],"['Q50600', 'Q45901', 'Q45626', 'Q11571', 'Q48892', 'Q26517']",0.16666666666666666,1.0,0.2857142857142857,0.0,161.47283291816711,
90,WebQTrn-206,"Which player born after 1974, who has played in the Premier League, stands shorter than 1.86 meters, and weighs more than 82 kilograms, won the Golden Boot?",['Q26517'],[],0.0,0.0,0.0,0.0,487.62147879600525,
91,WebQTrn-206,"Which player born after 1974, with a height over 1.76 meters and a mass greater than 82 kilograms, won the European Golden Shoe?",['Q26517'],[],0.0,0.0,0.0,0.0,424.1755118370056,
92,WebQTrn-206,"Which player born before 1990, weighing less than 86 kilograms and standing under 1.83 meters tall, won the Golden Boot?",['Q119562'],[],0.0,0.0,0.0,0.0,602.0792505741119,
93,WebQTrn-208,"Which ceremonial county of England, headquartered in Reigate, has a population of less than 1.7 million and an area of less than 3.6 thousand square kilometers, is home to the Thames River?",['Q23276'],[],0.0,0.0,0.0,0.0,426.7822415828705,
94,WebQTrn-208,"Which ceremonial county of England, headquartered in Reigate, has an area of more than 1.6 thousand square kilometers and a population of less than 1.7 million, is home to the Thames River?",['Q23276'],[],0.0,0.0,0.0,0.0,451.4355516433716,
95,WebQTrn-208,Which urban agglomeration with a population of more than 656.6 thousand and an area of less than 3.6 thousand square kilometers is the Thames River located in?,['Q23306'],[],0.0,0.0,0.0,0.0,441.9086561203003,
96,WebQTrn-208,Where is the Thames River located in a non-metropolitan county with an area of more than 1.6 thousand square kilometers and a population of less than 1.7 million?,['Q21694733'],[],0.0,0.0,0.0,0.0,386.70101952552795,
97,WebQTrn-208,Which non-metropolitan county with an area of less than 3.6 thousand square kilometers and a population of under 1.7 million is home to the Thames River?,['Q21694733'],[],0.0,0.0,0.0,0.0,416.53541707992554,
98,WebQTrn-218,"Which Harry Potter book, written in English, was released before 2000, founded before 2007, and received the Nestlé Children's Book Prize?",['Q43361'],"['Q47209', 'Q43361']",0.5,1.0,0.6666666666666666,0.0,164.23227095603943,
99,WebQTrn-218,"Which Harry Potter character was created before 2005, founded before 2000, and is presented in British English?",['Q47209'],"['Q17631835', 'Q119172', 'Q12485481', 'Q3041769', 'Q6516106', 'Q1764079', 'Q795585', 'Q880921', 'Q15864044', 'Q11149', 'Q631823', 'Q6888828', 'Q17635353', 'Q61616549', 'Q17632049', 'Q170583', 'Q6717645', 'Q455', 'Q4384270', 'Q612780', 'Q1339248', 'Q581180', 'Q15863865', 'Q9362463', 'Q24088661', 'Q1137581', 'Q525592', 'Q66124051', 'Q17632757', 'Q483412', 'Q424271', 'Q7144483', 'Q15863438', 'Q7158279', 'Q6152025', 'Q708177', 'Q5159440', 'Q1677745', 'Q5068882', 'Q6495514', 'Q7019428', 'Q615175', 'Q56242355', 'Q56628203', 'Q65534688', 'Q236935', 'Q5152511', 'Q3973877', 'Q1428742', 'Q1241741', 'Q44701', 'Q268796', 'Q17632074', 'Q25001538', 'Q28402277', 'Q6910859', 'Q485093', 'Q3461827', 'Q868630', 'Q2567271', 'Q930979', 'Q27722667', 'Q7672450', 'Q7229676', 'Q7753924', 'Q47209', 'Q7059810', 'Q4392772', 'Q5008904']",0.014492753623188406,1.0,0.02857142857142857,0.0,111.7428867816925,
100,WebQTrn-218,"Which Harry Potter character was created before 2007, appeared in a work released before 2000, and is in British English?",['Q47209'],[],0.0,0.0,0.0,0.0,363.8100848197937,
101,WebQTrn-218,"Which Harry Potter book released before 2005, founded before 2000, received the Nestlé Children's Book Prize, and is in British English?",['Q47209'],['Q47209'],1.0,1.0,1.0,1.0,125.88918495178223,
102,WebQTrn-218,"Which Harry Potter book, written in English, was founded after 1998, released before 2005, and received the Hugo Award for Best Novel?",['Q46751'],['Q46751'],1.0,1.0,1.0,1.0,174.16950750350952,
103,WebQTrn-219,"Which film starring Nick Cannon, directed by Jaume Collet-Serra, was released after 2004, has a runtime of less than 112.5 minutes, and belongs to the drama genre?",['Q1059164'],['Q1059164'],1.0,1.0,1.0,1.0,755.122731924057,
104,WebQTrn-219,"Which film starring Zinedine Zidane, released after 2004, is a drama with a runtime of less than 112.5 minutes?",['Q1059164'],['Q1059164'],1.0,1.0,1.0,1.0,119.45147156715393,
105,WebQTrn-219,"Which film starring Nick Cannon, directed by Jaume Collet-Serra, was released after 2004, has a runtime longer than 87.5 minutes, and belongs to the drama genre?",['Q1059164'],['Q1059164'],1.0,1.0,1.0,1.0,132.45195746421814,
106,WebQTrn-219,"Which film starring Nick Cannon, directed by Spike Lee, was released after 2004, has a runtime longer than 87.5 minutes, and belongs to the drama genre?",['Q19885337'],['Q19885337'],1.0,1.0,1.0,1.0,159.3777139186859,
107,WebQTrn-219,"Which film starring Dave Chappelle and featuring Nick Cannon was released after 2004, has a runtime longer than 87.5 minutes, and belongs to the drama genre?",['Q19885337'],['Q19885337'],1.0,1.0,1.0,1.0,161.71663188934326,
108,WebQTrn-226,"Which state bordering South Dakota has a population of more than 467,000, was founded after 1855, has an area greater than 212.8 thousand square kilometers, and an elevation above 685 meters?",['Q1212'],"['Q1214', 'Q1527', 'Q1207', 'Q1212', 'Q1553']",0.2,1.0,0.33333333333333337,0.0,371.54453778266907,
109,WebQTrn-226,"Which state bordering South Dakota was founded before 1889, has an elevation of more than 357.5 meters, a population of less than 2.6 million, and an area of more than 212.8 thousand square kilometers?",['Q1212'],[],0.0,0.0,0.0,0.0,349.1299788951874,
110,WebQTrn-226,"Which state bordering South Dakota has a population of more than 467,000, an area greater than 173.8 thousand square kilometers, was founded before 1878, and has an elevation above 685 meters?",['Q1553'],[],0.0,0.0,0.0,0.0,359.32599687576294,
111,WebQTrn-226,"Which state that borders South Dakota was founded after 1855, has an area of less than 285.3 thousand square kilometers, a population of more than 467,000, and an elevation above 685 meters?",['Q1553'],[],0.0,0.0,0.0,0.0,390.7122220993042,
112,WebQTrn-226,"Which state that borders South Dakota was founded before 1889, has an area of more than 173.8 thousand square kilometers, an elevation of less than 685 meters, and a population of more than 1.5 million?",['Q1527'],[],0.0,0.0,0.0,0.0,409.14957642555237,
113,WebQTrn-233,Which natural language spoken in Afghanistan is a subclass of Persian?,['Q178440'],"['Q178440', 'Q17993025', 'Q9260', 'Q33367']",0.25,1.0,0.4,0.0,80.6120138168335,
114,WebQTrn-233,Which language spoken in Afghanistan belongs to the Indo-Iranian language family?,['Q161804'],"['Q2748844', 'Q216622', 'Q1521967', 'Q2925303', 'Q477326', 'Q1299829', 'Q2875855', 'Q909414', 'Q518593', 'Q33740', 'Q382273', 'Q651010', 'Q1136792', 'Q2710798', 'Q3409617', 'Q609635', 'Q199471', 'Q3277091', 'Q782849', 'Q8542', 'Q29379', 'Q2108181', 'Q2909596', 'Q3015962', 'Q182487', 'Q1291612', 'Q2402318', 'Q509633', 'Q1145252', 'Q1673237', 'Q2929350', 'Q960113', 'Q201501', 'Q1931915', 'Q1029901', 'Q2517433', 'Q3354826', 'Q3406259', 'Q2215350', 'Q182159', 'Q1772122', 'Q2605045', 'Q2751245', 'Q2637839', 'Q1387229', 'Q2380868', 'Q2216027', 'Q2444923', 'Q1476042', 'Q2673974', 'Q2875530', 'Q3180637', 'Q2214871', 'Q1247205', 'Q173808', 'Q721468', 'Q2043495', 'Q2596662', 'Q2091166', 'Q2889117', 'Q186395', 'Q9264', 'Q925074', 'Q3290339', 'Q3503777', 'Q383096', 'Q383181', 'Q27898', 'Q2973129', 'Q2163607', 'Q8485', 'Q1255215', 'Q1392933', 'Q3455538', 'Q3553960', 'Q1135115', 'Q654243', 'Q1063369', 'Q483236', 'Q2537733', 'Q3338123', 'Q2670909', 'Q8698', 'Q1304862', 'Q143950', 'Q382003', 'Q2944052', 'Q1076307', 'Q842682', 'Q3430375', 'Q2887829', 'Q1029863', 'Q2572213', 'Q3246858', 'Q1156372', 'Q1277543', 'Q2669304', 'Q3545294', 'Q192966', 'Q2482504', 'Q2720241', 'Q1584341', 'Q2670928', 'Q2456330', 'Q512921', 'Q3532963', 'Q1972412', 'Q3135107', 'Q1505036', 'Q1360762', 'Q2749737', 'Q2630613', 'Q2670922', 'Q210137', 'Q8464', 'Q2214818', 'Q1647702', 'Q2215486', 'Q2670933', 'Q2663252', 'Q2881031', 'Q2121351', 'Q2005166', 'Q3333872', 'Q610314', 'Q3019130', 'Q5469', 'Q1780323', 'Q2665194', 'Q2861002', 'Q202413', 'Q2888879', 'Q1679783', 'Q2830672', 'Q132646', 'Q782087', 'Q2613938', 'Q1140984', 'Q2892391', 'Q685808', 'Q3500196', 'Q494205', 'Q2214789', 'Q1135123', 'Q33419', 'Q1185897', 'Q655027', 'Q1650486', 'Q2875462', 'Q2246526', 'Q2456306', 'Q960735', 'Q1059332', 'Q2342330', 'Q226748', 'Q281145', 'Q2189067', 'Q2123756', 'Q2217882', 'Q3424763', 'Q181235', 'Q46454', 'Q47276', 'Q2399439', 'Q2875606', 'Q1771651', 'Q2982461', 'Q1117631', 'Q2216038', 'Q2091566', 'Q2217888', 'Q1953538', 'Q3478560', 'Q794574', 'Q1140225', 'Q3178573', 'Q477148', 'Q2670881', 'Q3218306', 'Q36670', 'Q33049', 'Q2509959', 'Q1243716', 'Q3633185', 'Q2127181', 'Q3012608', 'Q2537782', 'Q2214387', 'Q2394475', 'Q2673892', 'Q2694800', 'Q26396', 'Q787945', 'Q1647498', 'Q1941629', 'Q3014037', 'Q3361790', 'Q798508', 'Q1535094', 'Q2467219', 'Q3469624', 'Q182844', 'Q3482666', 'Q2710776', 'Q3507678', 'Q2217632', 'Q1689437', 'Q1354097', 'Q596768', 'Q2875811', 'Q889414', 'Q2557566', 'Q249194', 'Q958621', 'Q2670898', 'Q2215504', 'Q2638382', 'Q1414902', 'Q179968', 'Q2322035', 'Q2630589', 'Q2217936', 'Q470684', 'Q1575267', 'Q2262484', 'Q798464', 'Q244954', 'Q2421025', 'Q3606195', 'Q196137', 'Q2652585', 'Q2423583', 'Q1812576', 'Q2673873', 'Q2010155', 'Q902222', 'Q1256150', 'Q383046', 'Q383179', 'Q2862966', 'Q2670891', 'Q889456', 'Q1640934', 'Q1982148', 'Q1647534', 'Q183021', 'Q603838', 'Q121104', 'Q799961', 'Q1297583', 'Q2208597', 'Q509443', 'Q188157', 'Q2751240', 'Q2875669', 'Q1277535', 'Q804581', 'Q2620139', 'Q3606198', 'Q141901', 'Q1128256', 'Q1528559', 'Q1135260', 'Q2376379', 'Q2658532', 'Q383108', 'Q3504927', 'Q3634002', 'Q8550', 'Q610370', 'Q1032484', 'Q2214441', 'Q798530', 'Q1965246', 'Q1649301', 'Q2367275', 'Q1154652', 'Q1647535', 'Q2874994', 'Q2545554', 'Q3407426', 'Q476800', 'Q1431482', 'Q2215359', 'Q2276354', 'Q3250587', 'Q670101', 'Q1378894', 'Q1070930', 'Q778035', 'Q3309230', 'Q3505369', 'Q33894', 'Q5451', 'Q2026247', 'Q1971773', 'Q8469', 'Q2429297', 'Q8561', 'Q158683', 'Q1010245', 'Q2372493', 'Q2875579', 'Q2875655', 'Q1020649', 'Q2886559', 'Q2890897', 'Q1193119', 'Q1234017', 'Q3360918', 'Q1335260', 'Q597485', 'Q2217598', 'Q2217855', 'Q2740668', 'Q1781195', 'Q483257', 'Q2842407', 'Q715467', 'Q600514', 'Q1923252', 'Q2217943', 'Q2254377', 'Q2878468', 'Q173731', 'Q3088667', 'Q2213502', 'Q1142284', 'Q3309249', 'Q2794401', 'Q9168', 'Q833625', 'Q1860539', 'Q386682', 'Q1740122', 'Q2918737', 'Q29801', 'Q9267', 'Q775731', 'Q2673481', 'Q2814342', 'Q1140874', 'Q798468', 'Q853314', 'Q2862888', 'Q2878280', 'Q260823', 'Q2215441', 'Q2731804', 'Q826488', 'Q56833', 'Q2723683', 'Q3290334', 'Q2711927', 'Q1092639', 'Q477238', 'Q3515756', 'Q186392', 'Q2859104', 'Q3179188', 'Q140102', 'Q2215517', 'Q2673998', 'Q2574638', 'Q1140462', 'Q794577', 'Q800126', 'Q143471', 'Q13263', 'Q2703473', 'Q3088662', 'Q143301', 'Q2545548', 'Q3308493', 'Q41884', 'Q3309261', 'Q389182', 'Q496825', 'Q1194049', 'Q2362008', 'Q1485258', 'Q3553931', 'Q2556103', 'Q2552895', 'Q2669453', 'Q37407', 'Q429594', 'Q1812100', 'Q671801', 'Q1262222', 'Q2751247', 'Q58635', 'Q427941', 'Q143843', 'Q1982155', 'Q1017810', 'Q2013950', 'Q2572224', 'Q3364500', 'Q8480', 'Q2630677', 'Q2714337', 'Q2468989', 'Q130469', 'Q2802697', 'Q33156', 'Q937209', 'Q3373899', 'Q2640637', 'Q921029', 'Q142900', 'Q1864045', 'Q2473370', 'Q1837469', 'Q2875955', 'Q889', 'Q838954', 'Q2338030', 'Q2671111', 'Q3401917', 'Q2669299', 'Q267418', 'Q1964734', 'Q249296', 'Q2869914', 'Q1681634', 'Q2630333', 'Q1650506', 'Q784017', 'Q173830', 'Q8489', 'Q1643568', 'Q2673881', 'Q9292', 'Q2720579', 'Q8510', 'Q2679388', 'Q3557572', 'Q3305166', 'Q1649423', 'Q908888', 'Q171382', 'Q2874996', 'Q1261999', 'Q3366678', 'Q2673896', 'Q1752743', 'Q2888881', 'Q863383', 'Q2751239', 'Q41499', 'Q894835', 'Q1953221', 'Q515069', 'Q2879146', 'Q2225930', 'Q34208', 'Q8505', 'Q484479', 'Q3047144', 'Q2889318', 'Q172052', 'Q1469195', 'Q56469', 'Q1499147', 'Q1244978', 'Q3631196', 'Q186418', 'Q8568', 'Q222963', 'P12512', 'Q9260', 'Q1052065', 'Q3350588', 'Q2664174', 'Q33639', 'Q1229725', 'Q1792940', 'Q2214808', 'Q143532', 'Q34053', 'Q185575', 'Q613251', 'Q2214402', 'Q1650527', 'Q2714329', 'Q1837629', 'Q2609226', 'Q1258405', 'Q3513539', 'Q8498', 'Q2088454', 'Q2673902', 'Q2217876', 'Q826769', 'Q2215370', 'Q1889696', 'Q3397498', 'Q142518', 'Q300701', 'Q8501', 'Q1673352', 'Q2121372', 'Q483047', 'Q3408934', 'Q1521498', 'Q3364932', 'Q3111225', 'Q8553', 'Q484823', 'Q2217848', 'Q2645368', 'Q2890373', 'Q3478959', 'Q2714308', 'Q2820119', 'Q1418063', 'Q2673995', 'Q1860890', 'Q180330', 'Q3370273', 'Q626522', 'Q34196', 'Q2029851', 'Q3309240', 'Q2861778', 'Q2624120', 'Q2929367', 'Q46949', 'Q3218967', 'Q1509460', 'Q385546', 'Q3595566', 'Q2217955', 'Q1650529', 'Q2883343', 'Q1721841', 'Q2714281', 'Q8519', 'Q2393709', 'Q935810', 'Q2214697', 'Q2216061', 'Q2572778', 'Q1186318', 'Q1308685', 'Q2671576', 'Q2673887', 'Q984212', 'Q2673898', 'Q33398', 'Q173816', 'Q1649418', 'Q1650524', 'Q2002430', 'Q183036', 'Q2215304', 'Q484458', 'Q1674831', 'Q751111', 'Q2674014', 'Q33202', 'Q181220', 'Q2026322', 'Q42418', 'Q140225', 'Q2492456', 'Q542401', 'Q2137857', 'Q2834522', 'Q1740571', 'Q1225443', 'Q2584630', 'Q2188005', 'Q3246669', 'Q1637198', 'Q1140868', 'Q941919', 'Q156558', 'Q2630700', 'Q58680', 'Q655121', 'Q989293', 'Q1144024', 'Q181103', 'Q2888379', 'Q807249', 'Q1650535', 'Q2876754', 'Q1180132', 'Q309368', 'Q946509', 'Q1675081', 'Q2705706', 'Q45313', 'Q1550221', 'Q2892372', 'Q1814136', 'Q1953989', 'Q2121340', 'Q180415', 'Q2665173', 'Q183028', 'Q34081', 'Q2217913', 'Q1274487', 'Q201353', 'Q2213623', 'Q2982073', 'Q2237280', 'Q1647510', 'Q3083533', 'Q7204', 'Q3192014', 'Q3613756', 'Q2828141', 'Q2457742', 'Q3273815', 'Q1649427', 'Q2017017', 'Q778710', 'Q288292', 'Q2634612', 'Q2887633', 'Q2670884', 'Q244924', 'Q1023669', 'Q1763044', 'Q611729', 'Q814388', 'Q3542319', 'Q857845', 'Q2214375', 'Q2394748', 'Q2583931', 'Q475802', 'Q1350121', 'Q33541', 'Q3248247', 'Q183015', 'Q1585785', 'Q1183073', 'Q2672068', 'Q527940', 'Q271700', 'Q182865', 'Q1193495', 'Q41497', 'Q2215339', 'Q1379863', 'Q2026053', 'Q170215', 'Q198331', 'Q1740676', 'Q3315482', 'Q1519107', 'Q2381990', 'Q2277263', 'Q2725478', 'Q2321884', 'Q1397654', 'Q1691859', 'Q467632', 'Q950043', 'Q2215998', 'Q509824', 'Q1014375', 'Q2714251', 'Q2670874', 'Q2725449', 'Q384643', 'Q2702087', 'Q1062874', 'Q2751246', 'Q3241119', 'Q1128855', 'Q5838', 'Q188147', 'Q319563', 'Q1475472', 'Q2217922', 'Q188933', 'Q2509966', 'Q2122480', 'Q1771373', 'Q139126', 'Q2216011', 'Q383035', 'Q3125041', 'Q1799523', 'Q1988262', 'Q3269192', 'Q840809', 'Q2231630', 'Q1647526', 'Q2497882', 'Q2875649', 'Q3288584', 'Q2889960', 'Q1798487', 'Q1603053', 'Q2597566', 'Q2215381', 'Q146395', 'Q1432790', 'Q944395', 'Q784189', 'Q2799399', 'Q2822437', 'Q2420095', 'Q2742390', 'Q3088665', 'Q593156', 'Q29572', 'Q45604', 'Q3289630', 'Q3294342', 'Q1832413', 'Q3501420', 'Q3628762', 'Q2482509', 'Q173821', 'Q2875486', 'Q8515', 'Q2798223', 'Q1358822', 'Q3474654', 'Q1300143', 'Q384741', 'Q368189', 'Q2795775', 'Q2048673', 'Q1387338', 'Q2456350', 'Q2223465', 'Q56992', 'Q1186355', 'Q383115', 'Q2217555', 'Q2467994', 'Q2217968', 'Q370307', 'Q843588', 'Q3082692', 'Q143312', 'Q2711334', 'Q1413536', 'Q1494472', 'Q1025344', 'Q809231', 'Q740338', 'Q214495', 'Q2736618', 'Q2670900', 'Q1180313', 'Q3195949', 'Q41498', 'Q1395823', 'Q2537726', 'Q5472', 'Q1650497', 'Q2160273', 'Q86477', 'Q1521844', 'Q1722904', 'Q1468348', 'Q2306269', 'Q34832', 'Q3189989', 'Q1035284', 'Q798023', 'Q3037006', 'Q165376', 'Q1616794', 'Q1754798', 'Q2714244', 'Q383039', 'Q309345', 'Q798477', 'Q1778423', 'Q1277554', 'Q2109994', 'Q8477', 'Q183056', 'Q1006289', 'Q2489396', 'Q156772', 'Q1367888', 'Q2482517', 'Q2663271', 'Q146564', 'Q2673868', 'Q625549', 'Q2673982', 'Q741985', 'Q1315873', 'Q2213873', 'Q2358317', 'Q178440', 'Q2603020', 'Q987307', 'Q974525', 'Q2714266', 'Q2552254', 'Q136868', 'Q1647479', 'Q594501', 'Q1883146', 'Q3088668', 'Q33777', 'Q1967138', 'Q1813213', 'Q1127519', 'Q1168057', 'Q2930434', 'Q3553930', 'Q2052916', 'Q1179714', 'Q3309222', 'Q2860544', 'Q527318', 'Q46982', 'Q1980081', 'Q847514', 'Q2386705', 'Q2429284', 'Q3430197', 'Q182493', 'Q3084127', 'Q3473688', 'Q3350867', 'Q25763', 'Q1650491', 'Q2537755', 'Q1182942', 'Q185442', 'Q1026731', 'Q1229983', 'Q1915341', 'Q2306709', 'Q178471', 'Q1650508', 'Q1861690', 'Q2875517', 'Q1066787', 'Q3694248', 'Q2943561', 'Q728802', 'Q3506581', 'P10130', 'Q108155', 'Q948574', 'Q192981', 'Q984094', 'Q1889040', 'Q1647514', 'Q1721082', 'Q2714318', 'Q2861000', 'Q33367', 'Q1518797', 'Q807234', 'Q1814147', 'Q2663257', 'Q1260393', 'Q2783811', 'Q2304301', 'Q3391443', 'Q389352', 'Q1704398', 'Q2714292', 'Q1647530', 'Q3152953', 'Q967579', 'Q2985144', 'Q1650502', 'Q1974854', 'Q2714236', 'Q1411386', 'Q509427', 'Q143482', 'Q1277614', 'Q1650493', 'Q2217864', 'Q3424074', 'Q46433', 'Q1194223', 'Q654953', 'Q2502256', 'Q1900234', 'Q2744421', 'Q3529388', 'Q1507681', 'Q1860929', 'Q2215297', 'Q1569695', 'Q2751252', 'Q2663204', 'Q744802', 'Q3341466', 'Q8534', 'Q732879', 'Q703013', 'Q2714271', 'Q1794667', 'Q185752', 'Q40837', 'Q2663248', 'Q3377192', 'Q804417', 'Q144857', 'Q280595', 'Q1075999', 'Q1894503', 'Q2665179', 'Q2537771', 'Q27275', 'Q3196063', 'Q2356478', 'Q2615863', 'Q1140706', 'Q1917594', 'Q2429826', 'Q3694243', 'Q1184566', 'Q161750', 'Q32689', 'Q2664650', 'Q2719010', 'Q1650513', 'Q147730', 'Q1630684', 'Q167485', 'Q388289', 'Q1650531', 'Q13336', 'Q2219183', 'Q3444203', 'Q2593345', 'Q32078', 'Q2216048', 'Q483102', 'Q3113692', 'Q2724474', 'Q146827', 'Q141981', 'Q2669827', 'Q994423', 'Q170309', 'Q1650518', 'Q2886920', 'Q2537777', 'Q3486073', 'Q2802696', 'Q2299685', 'Q3359780', 'Q2634897', 'Q46980', 'Q2457526', 'Q3135114', 'Q513241', 'Q2291486', 'Q1054127', 'Q1230045', 'Q2673970', 'Q3364651', 'Q1450512', 'Q2217899', 'Q2080109', 'Q3088669', 'Q920938', 'Q8493', 'Q1920624', 'Q1936381', 'Q1982340', 'Q2673865', 'Q2846096', 'Q2744213', 'Q3125809', 'Q581065', 'Q278470', 'Q183303', 'Q3156371', 'Q1987022', 'Q191333', 'Q953075', 'Q1897927', 'Q1144126', 'Q2215327', 'Q3472220', 'Q41501', 'Q2215285', 'Q3430405', 'Q2429792', 'Q2670916', 'Q3513815', 'Q3030335', 'Q138388', 'Q532240', 'Q2725416']",0.0,0.0,0.0,0.0,368.6144564151764,
115,WebQTrn-233,Which natural language spoken in Afghanistan is a subclass of Eastern Oghuz?,['Q9267'],['Q9267'],1.0,1.0,1.0,1.0,65.50836610794067,
116,WebQTrn-233,Which natural language is spoken in Uzbekistan?,['Q9267'],[],0.0,0.0,0.0,0.0,383.1674072742462,
117,WebQTrn-233,Which natural language is spoken in Spain?,['Q13955'],"['Q2669199', 'Q35466', 'Q8765', 'Q29507', 'Q14185', 'Q30007', 'Q58635', 'Q13955', 'Q1321', 'Q5146', 'Q300402', 'Q8752']",0.08333333333333333,1.0,0.15384615384615385,0.0,76.51173067092896,
118,WebQTrn-235,"Which city in California, founded after 1849, is the capital of Modoc County, has a population of less than 96.8 thousand, an area of less than 97 square kilometers, and an elevation above 36 meters?",['Q446281'],[],0.0,0.0,0.0,0.0,399.93354320526123,
119,WebQTrn-235,"Which county seat city in California, founded after 1849 by Pierson B. Reading, has a population of less than 96.8 thousand, an elevation under 221 meters, and an area of more than 20 square kilometers?",['Q495361'],[],0.0,0.0,0.0,0.0,334.26878023147583,
120,WebQTrn-235,"Which city in California, founded after 1849, is the county seat of Shasta County, has a population of more than 12,000, an elevation of less than 221 meters, an area greater than 20 square kilometers, and is located in the United States?",['Q495361'],[],0.0,0.0,0.0,0.0,394.27750301361084,
121,WebQTrn-235,"Which city in California, serving as the county seat of Placer County, has an area of more than 20 square kilometers, a population exceeding 12,000, and an elevation above 36 meters?",['Q758542'],[],0.0,0.0,0.0,0.0,363.21354055404663,
122,WebQTrn-235,"Which city in California, serving as the county seat of Placer County, has a population of less than 96.8 thousand, an area of more than 20 square kilometers, and an elevation above 36 meters?",['Q758542'],[],0.0,0.0,0.0,0.0,346.5529856681824,
123,WebQTrn-241,"Which country in Europe, founded after 1516, has an area of more than 2.6 thousand square kilometers, a population of over 10.1 million, and shares a border with France?",['Q183'],[],0.0,0.0,0.0,0.0,370.1069235801697,
124,WebQTrn-241,"Which country in Europe, founded after 1516, has a population of more than 366.7 thousand, an area of more than 42.2 thousand square kilometers, and shares a border with France?",['Q183'],"['Q713750', 'Q29', 'Q183', 'Q38', 'Q38872']",0.2,1.0,0.33333333333333337,0.0,403.1337172985077,
125,WebQTrn-241,"Which country in Europe, founded before 1822, has an area of less than 357.6 thousand square kilometers and a population of less than 59.1 million, and shares a border with France?",['Q235'],[],0.0,0.0,0.0,0.0,334.0563063621521,
126,WebQTrn-241,"Which country in Europe, founded before 1861, has an area of less than 357.6 thousand square kilometers and a population of less than 10.1 million, shares a border with France?",['Q235'],[],0.0,0.0,0.0,0.0,364.1694676876068,
127,WebQTrn-241,"Which country in South America, founded after 1516, has an area of more than 2.6 thousand square kilometers and a population of over 10.1 million, shares borders with France?",['Q155'],[],0.0,0.0,0.0,0.0,345.9642815589905,
128,WebQTrn-243,What genre of painting is Salvador Dali classified as within the genre of art?,['Q214127'],[],0.0,0.0,0.0,0.0,306.4413583278656,
129,WebQTrn-243,What art genre is Salvador Dali a representation of?,['Q2839016'],[],0.0,0.0,0.0,0.0,404.1929349899292,
130,WebQTrn-243,What art genre does Salvador Dali belong to as a subclass of work?,['Q134307'],"['Q104808911', 'Q8843609', 'Q64418432', 'Q117267831', 'Q123159952', 'Q55083672', 'Q24577212', 'Q81201616', 'Q17068443', 'Q683814', 'Q106190319', 'Q108718019', 'Q124222085', 'Q114616101', 'Q106411365', 'Q106369922', 'Q136995447', 'Q15890399', 'Q104819333', 'Q56701921', 'Q2300983', 'Q27166169', 'Q48975698', 'Q105989724', 'Q106949857', 'Q114616234', 'Q114616484', 'Q120379591', 'Q71135998', 'Q1331083', 'Q136995466', 'Q90614242', 'Q114615784', 'Q70449826', 'Q4960291', 'Q133297793', 'Q106206069', 'Q98270496']",0.0,0.0,0.0,0.0,138.66154289245605,
131,WebQTrn-243,What genre of painting is Salvador Dali?,['Q191163'],[],0.0,0.0,0.0,0.0,428.2620987892151,
